consumer_subnet,consumer_iplist,provider_appgroup_combined,provider_app,provider_env,provider_loc,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
0.0.0.0,Non-RFC1918,DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Broadcast,67,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:23Z,2021-07-16T23:48:49Z,487
0.0.0.0,Non-RFC1918,WORKSTATION | MGMT WORKSTZZTIONS | PROD | ON PREgIOM,MGMT WORKSTZZTIONS,PROD,ON PREgIOM,Broadcast,67,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T06:22:55Z,2021-07-16T12:07:42Z,69
10.51.123.0,RFC1918; IPL-RFC_1918,APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:21Z,2021-07-16T23:39:14Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:50Z,2021-07-16T23:08:38Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:50Z,2021-07-16T23:08:38Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:18Z,2021-07-16T23:09:08Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:18Z,2021-07-16T23:09:08Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:20Z,2021-07-16T23:39:10Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:20Z,2021-07-16T23:39:10Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:19Z,2021-07-16T23:09:09Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:19Z,2021-07-16T23:09:09Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:03Z,2021-07-16T23:08:48Z,96
10.51.123.0,RFC1918; IPL-RFC_1918,DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:03Z,2021-07-16T23:08:48Z,96
10.51.123.0,RFC1918; IPL-RFC_1918,DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:20Z,2021-07-16T23:39:08Z,54
10.51.123.0,RFC1918; IPL-RFC_1918,DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:20Z,2021-07-16T23:39:08Z,56
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:07:52Z,2021-07-16T23:38:40Z,197
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:03:44Z,2021-07-16T23:40:16Z,24584
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T00:42:13Z,2021-07-16T23:18:56Z,78
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:42:12Z,2021-07-16T23:18:55Z,34
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:42:09Z,2021-07-16T23:18:55Z,103
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:22:10Z,2021-07-16T23:18:52Z,91
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T02:30:13Z,2021-07-16T23:25:13Z,141
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:52Z,2021-07-16T23:38:40Z,197
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:42:12Z,2021-07-16T23:18:55Z,33
10.51.123.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T22:35:04Z,2021-07-16T22:35:04Z,6
10.51.123.0,RFC1918; IPL-RFC_1918,DPM | DPM | PROD | ON PREgIOM,DPM,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:37:49Z,2021-07-16T23:08:36Z,17
10.51.123.0,RFC1918; IPL-RFC_1918,DPM | DPM | PROD | ON PREgIOM,DPM,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:37:49Z,2021-07-16T23:08:36Z,17
10.51.123.0,RFC1918; IPL-RFC_1918,EKM | EKM | TEST | ON PREgIOM,EKM,TEST,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:22Z,2021-07-16T23:09:09Z,53
10.51.123.0,RFC1918; IPL-RFC_1918,EKM | EKM | TEST | ON PREgIOM,EKM,TEST,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T04:08:14Z,2021-07-16T21:38:51Z,5
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | GZZRZZPZZN,INFRZZSTRUCTURE,PROD,GZZRZZPZZN,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:08:48Z,2021-07-16T23:10:21Z,100
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | GZZRZZPZZN,INFRZZSTRUCTURE,PROD,GZZRZZPZZN,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:48Z,2021-07-16T23:10:21Z,105
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | LOC-B,INFRZZSTRUCTURE,PROD,LOC-B,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:07:36Z,2021-07-16T23:38:23Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | LOC-B,INFRZZSTRUCTURE,PROD,LOC-B,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:07:36Z,2021-07-16T23:38:23Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | LOC-ZZ,INFRZZSTRUCTURE,PROD,LOC-ZZ,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:07:37Z,2021-07-16T23:38:25Z,53
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | LOC-ZZ,INFRZZSTRUCTURE,PROD,LOC-ZZ,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:07:37Z,2021-07-16T23:38:26Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:07:13Z,2021-07-16T23:08:03Z,50
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:07:17Z,2021-07-16T23:08:03Z,50
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:08:49Z,2021-07-16T23:09:38Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:49Z,2021-07-16T23:09:38Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:07:40Z,2021-07-16T23:08:26Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:07:40Z,2021-07-16T23:08:26Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:08:25Z,2021-07-16T23:39:13Z,105
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:49Z,2021-07-16T23:09:38Z,56
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:07:48Z,2021-07-16T23:39:06Z,102
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:07:48Z,2021-07-16T23:39:06Z,103
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:08:04Z,2021-07-16T23:38:42Z,57
10.51.123.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:04Z,2021-07-16T23:38:51Z,107
10.51.123.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:08:48Z,2021-07-16T23:10:24Z,66
10.51.123.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:48Z,2021-07-16T23:10:25Z,209
10.51.123.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,9909,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T22:02:34Z,2021-07-16T22:02:34Z,4
10.51.123.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:18Z,2021-07-16T23:09:08Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:18Z,2021-07-16T23:09:08Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:30Z,2021-07-16T23:39:36Z,55
10.51.123.0,RFC1918; IPL-RFC_1918,INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:30Z,2021-07-16T23:39:36Z,56
10.51.123.0,RFC1918; IPL-RFC_1918,INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:15Z,2021-07-16T23:09:05Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:15Z,2021-07-16T23:09:05Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:16Z,2021-07-16T23:09:06Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:16Z,2021-07-16T23:09:06Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:16Z,2021-07-16T23:39:06Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:16Z,2021-07-16T23:39:06Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:50Z,2021-07-16T23:08:38Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:50Z,2021-07-16T23:08:38Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,NPM | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:47Z,2021-07-16T23:38:49Z,51
10.51.123.0,RFC1918; IPL-RFC_1918,NPM | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:46Z,2021-07-16T23:38:50Z,158
10.51.123.0,RFC1918; IPL-RFC_1918,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:20Z,2021-07-16T23:39:09Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:30Z,2021-07-16T23:09:18Z,53
10.51.123.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:30Z,2021-07-16T23:09:18Z,53
10.51.123.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:48Z,2021-07-16T23:38:36Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:48Z,2021-07-16T23:38:36Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:49Z,2021-07-16T23:38:37Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:49Z,2021-07-16T23:38:37Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:20Z,2021-07-16T23:39:10Z,97
10.51.123.0,RFC1918; IPL-RFC_1918,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:20Z,2021-07-16T23:09:09Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:25Z,2021-07-16T23:39:18Z,98
10.51.123.0,RFC1918; IPL-RFC_1918,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:25Z,2021-07-16T23:39:18Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:50Z,2021-07-16T23:39:09Z,97
10.51.123.0,RFC1918; IPL-RFC_1918,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:07:50Z,2021-07-16T23:39:09Z,97
10.51.123.0,RFC1918; IPL-RFC_1918,SQL A | PO | PROD | ON PREgIOM,PO,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:49Z,2021-07-16T23:38:37Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,SQL A | PO | PROD | ON PREgIOM,PO,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:49Z,2021-07-16T23:38:37Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,STORAGE | STORZZGE | PROD | ON PREgIOM,STORZZGE,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:48Z,2021-07-16T23:38:37Z,97
10.51.123.0,RFC1918; IPL-RFC_1918,STORAGE | STORZZGE | PROD | ON PREgIOM,STORZZGE,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:48Z,2021-07-16T23:38:37Z,97
10.51.123.0,RFC1918; IPL-RFC_1918,TAPE LIBRARY | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:52Z,2021-07-16T23:08:40Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,TAPE LIBRARY | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:07:52Z,2021-07-16T23:08:40Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,VDI | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:08:22Z,2021-07-16T23:39:11Z,156
10.51.123.0,RFC1918; IPL-RFC_1918,VDI | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:21Z,2021-07-16T23:39:11Z,219
10.51.123.0,RFC1918; IPL-RFC_1918,VM | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:08:45Z,2021-07-16T23:39:35Z,54
10.51.123.0,RFC1918; IPL-RFC_1918,VM | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:45Z,2021-07-16T23:39:35Z,54
10.51.123.0,RFC1918; IPL-RFC_1918,WEB | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:51Z,2021-07-16T23:38:40Z,97
10.51.123.0,RFC1918; IPL-RFC_1918,WEB | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:51Z,2021-07-16T23:38:40Z,97
10.51.123.0,RFC1918; IPL-RFC_1918,WEB | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:24Z,2021-07-16T23:39:18Z,146
10.51.123.0,RFC1918; IPL-RFC_1918,WEB | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,9909,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:24Z,2021-07-16T23:39:18Z,146
10.51.123.0,RFC1918; IPL-RFC_1918,WEB | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:49Z,2021-07-16T23:08:37Z,144
10.51.123.0,RFC1918; IPL-RFC_1918,WEB | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:49Z,2021-07-16T23:08:37Z,144
10.51.123.0,RFC1918; IPL-RFC_1918,WEB | PO | PROD | ON PREgIOM,PO,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:49Z,2021-07-16T23:38:37Z,49
10.51.123.0,RFC1918; IPL-RFC_1918,WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:51Z,2021-07-16T23:09:40Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:51Z,2021-07-16T23:09:40Z,48
10.51.123.0,RFC1918; IPL-RFC_1918,WEB/APP A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:20Z,2021-07-16T23:39:14Z,145
10.51.123.0,RFC1918; IPL-RFC_1918,WEB/APP A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,9909,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:20Z,2021-07-16T23:39:14Z,146
10.51.123.0,RFC1918; IPL-RFC_1918,WEB/DB A | NZZUTILUS | TEST | ON PREgIOM,NZZUTILUS,TEST,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:50Z,2021-07-16T23:38:38Z,49
