consumer_subnet,consumer_iplist,provider_appgroup_combined,provider_app,provider_env,provider_loc,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
0.0.0.0,Non-RFC1918,DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Broadcast,67,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:23Z,2021-07-16T23:48:49Z,487
0.0.0.0,Non-RFC1918,WORKSTATION | MGMT WORKSTZZTIONS | PROD | ON PREgIOM,MGMT WORKSTZZTIONS,PROD,ON PREgIOM,Broadcast,67,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T06:22:55Z,2021-07-16T12:07:42Z,69
10.0.0.0,RFC1918; IPL-RFC_1918,APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:11Z,2021-07-16T23:24:37Z,16
10.0.0.0,RFC1918; IPL-RFC_1918,APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,Unicast,2055,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:26:01Z,2021-07-16T19:13:46Z,13
10.0.0.0,RFC1918; IPL-RFC_1918,APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:00:30Z,2021-07-16T23:07:03Z,166
10.0.0.0,RFC1918; IPL-RFC_1918,APPLICATION | SYSLOGS | PROD | ON PREgIOM,SYSLOGS,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:23Z,2021-07-16T23:07:50Z,161
10.0.1.0,RFC1918; IPL-RFC_1918,APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,Unicast,162,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T02:08:50Z,2021-07-16T22:08:51Z,11
10.0.11.0,RFC1918; IPL-RFC_1918,WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:02:53Z,2021-07-16T23:35:02Z,1615
10.0.225.0,RFC1918; IPL-RFC_1918,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T06:36:19Z,2021-07-16T21:53:11Z,4
10.0.225.0,RFC1918; IPL-RFC_1918,APPLICATION | LPDP | TEST | ON PREgIOM,LPDP,TEST,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:10:11Z,2021-07-16T19:10:11Z,131
10.0.225.0,RFC1918; IPL-RFC_1918,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:22Z,2021-07-16T23:16:27Z,76
10.0.225.0,RFC1918; IPL-RFC_1918,APPLICATION | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,443,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:55Z,2021-07-16T17:01:57Z,412
10.0.225.0,RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Provider,2021-07-16T00:53:41Z,2021-07-16T23:20:48Z,39
10.0.225.0,RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:56:36Z,2021-07-16T16:56:36Z,9
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,TCP,Allowed,Allowed,Provider,2021-07-16T00:26:55Z,2021-07-16T22:41:57Z,25
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:12Z,2021-07-16T23:40:36Z,122191
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:36Z,2021-07-16T23:34:05Z,2500
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:02:18Z,2021-07-16T23:38:37Z,1271
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:02Z,2021-07-16T23:34:55Z,2282
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:02Z,2021-07-16T23:38:02Z,3078
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:06Z,2021-07-16T23:39:38Z,3655
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T01:24:41Z,2021-07-16T23:23:16Z,154
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:02:18Z,2021-07-16T23:38:37Z,1130
10.0.225.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T00:05:32Z,2021-07-16T23:29:32Z,217
10.0.225.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:04:43Z,2021-07-16T23:29:44Z,466
10.0.225.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:33Z,2021-07-16T21:52:40Z,156
10.0.225.0,RFC1918; IPL-RFC_1918,JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T00:44:00Z,2021-07-16T23:40:17Z,79
10.0.225.0,RFC1918; IPL-RFC_1918,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T00:04:23Z,2021-07-16T23:46:10Z,525
10.0.225.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:00:10Z,2021-07-16T23:50:06Z,1835
10.0.225.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:16:14Z,2021-07-16T19:27:11Z,346
10.0.225.0,RFC1918; IPL-RFC_1918,VDI | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,4001,TCP,Allowed,Allowed,Provider,2021-07-16T00:01:24Z,2021-07-16T23:44:52Z,3532
10.0.225.0,RFC1918; IPL-RFC_1918,VDI | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,4002,TCP,Allowed,Allowed,Provider,2021-07-16T00:01:19Z,2021-07-16T23:44:53Z,3065
10.0.225.0,RFC1918; IPL-RFC_1918,WEB | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:27:34Z,2021-07-16T19:15:41Z,58
10.0.225.0,RFC1918; IPL-RFC_1918,WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:30:31Z,2021-07-16T23:18:29Z,6
10.0.225.0,RFC1918; IPL-RFC_1918,WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:30:31Z,2021-07-16T23:18:30Z,7
10.0.226.0,RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Provider,2021-07-16T00:06:08Z,2021-07-16T23:24:33Z,16
10.0.226.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:21Z,2021-07-16T23:40:36Z,36134
10.0.226.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:36Z,2021-07-16T23:37:05Z,511
10.0.226.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:02:57Z,2021-07-16T23:32:51Z,285
10.0.226.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:02:57Z,2021-07-16T23:32:52Z,718
10.0.226.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:02:57Z,2021-07-16T23:37:05Z,690
10.0.226.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:32Z,2021-07-16T23:39:45Z,1160
10.0.226.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T12:07:32Z,2021-07-16T21:19:57Z,36
10.0.226.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:02:57Z,2021-07-16T23:28:45Z,227
10.0.226.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:15:41Z,2021-07-16T23:05:52Z,233
10.0.226.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:23:44Z,2021-07-16T19:28:33Z,132
10.0.226.0,RFC1918; IPL-RFC_1918,VDI | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,4001,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:21Z,2021-07-16T23:45:07Z,54745
10.0.3.0,RFC1918; IPL-RFC_1918,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,1556,TCP,Allowed,Allowed,Provider,2021-07-16T00:01:03Z,2021-07-16T23:16:37Z,49
10.0.3.0,RFC1918; IPL-RFC_1918,APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:14:58Z,2021-07-16T23:27:58Z,149
10.0.3.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,TCP,Allowed,Allowed,Provider,2021-07-16T00:14:26Z,2021-07-16T23:29:31Z,26
10.0.3.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:30Z,2021-07-16T23:37:24Z,3830
10.0.3.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T00:29:05Z,2021-07-16T22:50:33Z,75
10.0.3.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:29:04Z,2021-07-16T22:50:32Z,104
10.0.3.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:11:56Z,2021-07-16T23:27:39Z,82
10.0.3.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:01:06Z,2021-07-16T23:31:15Z,152
10.0.3.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T18:36:42Z,2021-07-16T18:36:42Z,4
10.0.3.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:29:04Z,2021-07-16T22:50:31Z,33
10.0.3.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T00:11:57Z,2021-07-16T23:27:39Z,244
10.0.3.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:16:47Z,2021-07-16T22:18:13Z,41
10.14.1.0,RFC1918; IPL-RFC_1918,DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:38:46Z,2021-07-16T23:39:07Z,24
10.16.1.0,RFC1918; IPL-RFC_1918,APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,9333,TCP,Allowed,Allowed,Provider,2021-07-16T00:27:47Z,2021-07-16T19:27:50Z,16
10.16.1.0,RFC1918; IPL-RFC_1918,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:54Z,2021-07-16T17:02:57Z,22
10.16.1.0,RFC1918; IPL-RFC_1918,APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T06:06:32Z,2021-07-16T15:10:48Z,7
10.16.1.0,RFC1918; IPL-RFC_1918,APPLICATION | SYSLOGS | PROD | ON PREgIOM,SYSLOGS,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T06:05:58Z,2021-07-16T15:10:14Z,7
10.16.1.0,RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Provider,2021-07-16T00:05:11Z,2021-07-16T15:46:55Z,5
10.16.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:11Z,2021-07-16T23:40:36Z,144683
10.16.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T00:11:39Z,2021-07-16T23:00:19Z,1084
10.16.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:01:58Z,2021-07-16T23:31:02Z,596
10.16.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:37Z,2021-07-16T23:00:20Z,689
10.16.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:03:08Z,2021-07-16T23:31:02Z,449
10.16.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:09Z,2021-07-16T23:37:46Z,649
10.16.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T00:07:45Z,2021-07-16T17:07:50Z,156
10.16.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:01:58Z,2021-07-16T23:31:02Z,455
10.16.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T00:57:29Z,2021-07-16T22:37:28Z,34
10.16.1.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T02:37:35Z,2021-07-16T16:07:00Z,15
10.16.1.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T02:37:03Z,2021-07-16T16:04:40Z,5
10.16.1.0,RFC1918; IPL-RFC_1918,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T00:04:57Z,2021-07-16T23:47:26Z,1119
10.16.1.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:49Z,2021-07-16T23:47:08Z,201
10.16.1.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:49Z,2021-07-16T23:49:59Z,2716
10.16.1.0,RFC1918; IPL-RFC_1918,VDI | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,443,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:27Z,2021-07-16T22:59:20Z,261
10.16.1.0,RFC1918; IPL-RFC_1918,VDI | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,8443,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:21Z,2021-07-16T22:59:21Z,242
10.16.1.0,RFC1918; IPL-RFC_1918,WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,Unicast,52500,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:02:21Z,2021-07-16T23:34:27Z,2625
10.16.2.0,RFC1918; IPL-RFC_1918,APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:10Z,2021-07-16T23:38:40Z,488
10.16.2.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:07:41Z,2021-07-16T23:35:31Z,1087
10.17.1.0,RFC1918; IPL-RFC_1918,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:27:19Z,2021-07-16T07:35:18Z,70
10.17.1.0,RFC1918; IPL-RFC_1918,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T01:41:45Z,2021-07-16T23:13:12Z,5
10.17.1.0,RFC1918; IPL-RFC_1918,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:00:54Z,2021-07-16T07:16:42Z,40
10.17.1.0,RFC1918; IPL-RFC_1918,APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T01:01:47Z,2021-07-16T10:32:05Z,5
10.17.1.0,RFC1918; IPL-RFC_1918,APPLICATION | SCO | PROD | ON PREgIOM,SCO,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:06:58Z,2021-07-16T07:57:22Z,1493
10.17.1.0,RFC1918; IPL-RFC_1918,APPLICATION | SYSLOGS | PROD | ON PREgIOM,SYSLOGS,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T01:01:14Z,2021-07-16T10:31:31Z,4
10.17.1.0,RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Provider,2021-07-16T00:19:40Z,2021-07-16T23:04:55Z,18
10.17.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:02Z,2021-07-16T23:40:25Z,35323
10.17.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:05Z,2021-07-16T23:31:23Z,3708
10.17.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:05Z,2021-07-16T23:37:53Z,1748
10.17.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:22Z,2021-07-16T23:36:08Z,2197
10.17.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:22Z,2021-07-16T23:36:08Z,1425
10.17.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:21Z,2021-07-16T23:32:50Z,1546
10.17.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T01:10:35Z,2021-07-16T15:13:00Z,204
10.17.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:05Z,2021-07-16T23:37:53Z,1704
10.17.1.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:24Z,2021-07-16T22:53:53Z,117
