consumer_appgroup_combined,consumer_app,consumer_env,consumer_loc,provider_subnet,provider_iplist,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
APPLICATION | EMPOWER | PROD | ON PREgIOM,EMPOWER,PROD,ON PREgIOM,50.18.194.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:07:30Z,2021-07-16T19:36:49Z,28
APPLICATION | EMPOWER | PROD | ON PREgIOM,EMPOWER,PROD,ON PREgIOM,54.183.120.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:36:50Z,2021-07-16T07:36:05Z,8
APPLICATION | EMPOWER | PROD | ON PREgIOM,EMPOWER,PROD,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:35:32Z,2021-07-16T23:38:23Z,255
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:41:18Z,2021-07-16T23:40:45Z,324
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,1514,UDP,Allowed,Allowed,Consumer,2021-07-16T01:14:46Z,2021-07-16T23:12:24Z,20
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,13.56.121.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:34:50Z,2021-07-16T07:33:29Z,5
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T02:54:42Z,2021-07-16T07:15:20Z,4
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,40.64.66.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:47:44Z,2021-07-16T22:33:03Z,18
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,40.77.226.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:46:29Z,2021-07-16T22:12:34Z,15
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,52.114.133.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T18:20:55Z,2021-07-16T22:50:55Z,11
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,52.140.118.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T19:35:01Z,2021-07-16T23:35:07Z,4
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,54.183.120.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:50:22Z,2021-07-16T07:36:07Z,4
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,54.183.135.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:37:35Z,2021-07-16T07:15:52Z,4
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,54.183.142.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:25:52Z,2021-07-16T19:15:15Z,12
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,54.241.197.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:27:48Z,2021-07-16T19:28:00Z,17
APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:36:33Z,2021-07-16T23:44:45Z,178
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:52:01Z,2021-07-16T23:31:12Z,3560
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:01:32Z,2021-07-16T21:48:36Z,44
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,13.107.4.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:18Z,2021-07-16T16:39:46Z,4
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,13.107.42.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T08:56:45Z,2021-07-16T18:57:09Z,42
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,20.197.71.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:37:49Z,2021-07-16T07:22:49Z,9
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,20.44.239.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T18:34:45Z,2021-07-16T23:19:51Z,4
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:11:18Z,2021-07-16T22:56:21Z,389
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,23.34.105.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:36Z,2021-07-16T16:41:16Z,32
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,23.77.24.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:33Z,2021-07-16T16:40:49Z,33
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,239.192.99.0,IPL-MULTICAST; Non-RFC1918,Multicast,0,IGMP,Allowed,Allowed,Consumer,2021-07-16T00:02:06Z,2021-07-16T23:30:55Z,170
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,239.255.255.0,IPL-MULTICAST; Non-RFC1918,Multicast,0,IGMP,Allowed,Allowed,Consumer,2021-07-16T00:06:06Z,2021-07-16T23:42:48Z,164
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,239.255.255.0,IPL-MULTICAST; Non-RFC1918,Multicast,1900,UDP,Allowed,Allowed,Consumer,2021-07-16T00:17:08Z,2021-07-16T23:02:09Z,53
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,40.64.66.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:54Z,2021-07-16T16:38:54Z,7
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,50.18.194.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:02:38Z,2021-07-16T20:02:41Z,15
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,52.114.128.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:12Z,2021-07-16T16:39:11Z,45
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,52.114.132.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:54Z,2021-07-16T16:40:38Z,54
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,52.114.133.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:49:25Z,2021-07-16T23:14:02Z,18
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,52.114.159.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:54Z,2021-07-16T16:41:26Z,26
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,52.114.20.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:23Z,2021-07-16T16:40:40Z,10
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,52.114.75.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T15:52:56Z,2021-07-16T15:52:56Z,4
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,52.114.77.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T15:52:32Z,2021-07-16T15:52:32Z,5
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,52.140.118.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T19:41:19Z,2021-07-16T22:38:46Z,5
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,52.242.97.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:52Z,2021-07-16T16:41:22Z,45
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,54.183.135.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:55:36Z,2021-07-16T07:21:50Z,4
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,54.241.197.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:37:05Z,2021-07-16T07:22:12Z,9
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:36:50Z,2021-07-16T23:39:23Z,296
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,67.24.51.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:25Z,2021-07-16T16:40:54Z,10
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,8.241.170.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:26Z,2021-07-16T16:40:47Z,9
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,8.241.172.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:27Z,2021-07-16T16:41:00Z,11
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,8.253.176.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:28Z,2021-07-16T16:41:00Z,12
APPLICATION | ERWIN ZZPP | PROD | ON PREgIOM,ERWIN ZZPP,PROD,ON PREgIOM,8.255.39.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T16:38:28Z,2021-07-16T16:40:54Z,10
APPLICATION | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:53:46Z,2021-07-16T23:18:47Z,134
APPLICATION | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:55:11Z,2021-07-16T19:04:11Z,4
APPLICATION | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,Unicast,6262,TCP,Allowed,Allowed,Consumer,2021-07-16T00:06:52Z,2021-07-16T23:29:23Z,1127
APPLICATION | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,172.16.0.0,RFC1918; IPL-RFC_1918,Unicast,514,TCP,Allowed,Allowed,Consumer,2021-07-16T00:02:22Z,2021-07-16T23:29:28Z,511
APPLICATION | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:23:10Z,2021-07-16T07:38:32Z,9
APPLICATION | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,52.114.133.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:48:44Z,2021-07-16T22:49:34Z,24
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.0.0.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:12Z,2021-07-16T23:39:51Z,706
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.0.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:08:11Z,2021-07-16T23:39:37Z,235
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.0.3.0,RFC1918; IPL-RFC_1918,Unicast,137,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:08Z,2021-07-16T23:34:42Z,84
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.0.3.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:58Z,2021-07-16T23:39:51Z,233
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.11.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:11Z,2021-07-16T23:38:20Z,219
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.14.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:06:51Z,2021-07-16T23:38:50Z,235
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.16.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:01:47Z,2021-07-16T23:39:52Z,488
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.17.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:49Z,2021-07-16T23:39:51Z,501
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.18.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:01:41Z,2021-07-16T23:39:52Z,459
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.19.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:04:47Z,2021-07-16T23:39:51Z,370
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.2.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:33Z,2021-07-16T23:39:02Z,590
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.2.15.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T01:04:13Z,2021-07-16T23:29:47Z,26
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.21.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:51Z,2021-07-16T23:39:51Z,398
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.21.15.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:06:56Z,2021-07-16T23:37:55Z,272
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.22.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:11Z,2021-07-16T23:38:50Z,273
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.25.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:12Z,2021-07-16T23:38:51Z,450
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.27.1.0,RFC1918; IPL-RFC_1918,Unicast,137,UDP,Allowed,Allowed,Consumer,2021-07-16T00:14:18Z,2021-07-16T23:13:39Z,37
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.27.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:56Z,2021-07-16T23:38:25Z,207
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.3.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:18Z,2021-07-16T23:39:51Z,893
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:07:52Z,2021-07-16T23:39:52Z,185
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.100.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:04:08Z,2021-07-16T23:39:47Z,852
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T19:02:37Z,2021-07-16T23:00:42Z,10
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.2.0,RFC1918; IPL-RFC_1918,Unicast,137,UDP,Allowed,Allowed,Consumer,2021-07-16T00:15:40Z,2021-07-16T23:34:13Z,273
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.2.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:11Z,2021-07-16T23:39:51Z,856
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.200.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:06:50Z,2021-07-16T23:38:32Z,386
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.207.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:06:53Z,2021-07-16T23:39:20Z,466
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,137,UDP,Allowed,Allowed,Consumer,2021-07-16T00:00:59Z,2021-07-16T23:38:51Z,38
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,137,UDP,Allowed,Allowed,Consumer,2021-07-16T00:18:18Z,2021-07-16T23:17:59Z,37
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:06:29Z,2021-07-16T23:38:40Z,689
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:26:55Z,2021-07-16T20:10:20Z,16
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.5.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:01:45Z,2021-07-16T23:39:51Z,5172
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,Unicast,6262,TCP,Allowed,Allowed,Consumer,2021-07-16T00:07:20Z,2021-07-16T23:38:53Z,948
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.8.0,RFC1918; IPL-RFC_1918,Unicast,137,UDP,Allowed,Allowed,Consumer,2021-07-16T00:11:45Z,2021-07-16T23:26:21Z,85
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.51.90.0,RFC1918; IPL-RFC_1918,Unicast,137,UDP,Allowed,Allowed,Consumer,2021-07-16T00:00:28Z,2021-07-16T23:36:50Z,42
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,10.6.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:11Z,2021-07-16T23:39:20Z,757
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,114.142.223.0,IPL-INTERNET; Non-RFC1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:07:07Z,2021-07-16T23:38:35Z,280
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,13.56.121.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:58:42Z,2021-07-16T07:12:50Z,5
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.16.0.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:07:51Z,2021-07-16T23:26:50Z,166
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.16.0.0,RFC1918; IPL-RFC_1918,Unicast,8083,TCP,Allowed,Allowed,Consumer,2021-07-16T00:03:12Z,2021-07-16T23:39:25Z,3397
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.16.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:49Z,2021-07-16T23:39:50Z,1066
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.16.2.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:57Z,2021-07-16T23:39:47Z,1361
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.18.0.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:22Z,2021-07-16T23:39:52Z,3920
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.18.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:23Z,2021-07-16T23:39:52Z,2804
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.31.0.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:12Z,2021-07-16T23:19:34Z,194
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.31.1.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:11Z,2021-07-16T23:39:40Z,1241
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.31.2.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:11Z,2021-07-16T23:39:14Z,476
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,172.31.3.0,RFC1918; IPL-RFC_1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:12Z,2021-07-16T23:29:46Z,32
APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,173.247.200.0,IPL-INTERNET; Non-RFC1918,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:08:04Z,2021-07-16T23:39:32Z,208
