consumer_appgroup_combined,consumer_app,consumer_env,consumer_loc,provider_appgroup_combined,provider_app,provider_env,provider_loc,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:33Z,2021-07-16T23:20:10Z,408
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:23Z,2021-07-16T23:19:40Z,485
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,Unicast,63322,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:33Z,2021-07-16T23:20:10Z,48
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | INTERMZZPPER | PROD | ON PREgIOM,INTERMZZPPER,PROD,ON PREgIOM,Unicast,63322,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:23Z,2021-07-16T23:19:40Z,70
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | IVUE | PROD | ON PREgIOM,IVUE,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:59:08Z,2021-07-16T23:19:50Z,96
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | IVUE | PROD | ON PREgIOM,IVUE,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:00Z,2021-07-16T23:40:23Z,134
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | IVUE | PROD | ON PREgIOM,IVUE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:41Z,2021-07-16T23:20:20Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | IVUE | PROD | ON PREgIOM,IVUE,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:01Z,2021-07-16T23:40:23Z,67
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | IVUE | PROD | ON PREgIOM,IVUE,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:38Z,2021-07-16T23:20:20Z,500
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | IVUE | PROD | ON PREgIOM,IVUE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:00Z,2021-07-16T23:40:23Z,536
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | IVUE | PROD | ON PREgIOM,IVUE,PROD,ON PREgIOM,Unicast,49708,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:41Z,2021-07-16T23:20:20Z,43
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | IVUE | PROD | ON PREgIOM,IVUE,PROD,ON PREgIOM,Unicast,49708,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:01Z,2021-07-16T23:40:23Z,67
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:59:10Z,2021-07-16T23:17:49Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:32Z,2021-07-16T23:17:49Z,71
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:40Z,2021-07-16T23:18:19Z,48
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:32Z,2021-07-16T23:17:49Z,71
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:40Z,2021-07-16T21:07:58Z,184
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:32Z,2021-07-16T23:17:49Z,284
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,49673,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:40Z,2021-07-16T23:18:19Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | PROD | ON PREgIOM,LPDP,PROD,ON PREgIOM,Unicast,49673,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:32Z,2021-07-16T23:17:49Z,71
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | TEST | ON PREgIOM,LPDP,TEST,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:59:10Z,2021-07-16T23:17:50Z,46
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | TEST | ON PREgIOM,LPDP,TEST,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:32Z,2021-07-16T23:38:56Z,74
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | TEST | ON PREgIOM,LPDP,TEST,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:41Z,2021-07-16T23:18:20Z,118
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | TEST | ON PREgIOM,LPDP,TEST,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:33Z,2021-07-16T23:38:56Z,134
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | TEST | ON PREgIOM,LPDP,TEST,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:41Z,2021-07-16T23:18:20Z,976
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | TEST | ON PREgIOM,LPDP,TEST,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:33Z,2021-07-16T23:38:56Z,1118
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | TEST | ON PREgIOM,LPDP,TEST,ON PREgIOM,Unicast,53925,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:41Z,2021-07-16T23:18:20Z,173
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | LPDP | TEST | ON PREgIOM,LPDP,TEST,ON PREgIOM,Unicast,53925,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:33Z,2021-07-16T23:38:56Z,192
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | MULESOFT | PROD | ON PREgIOM,MULESOFT,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T03:01:04Z,2021-07-16T23:19:42Z,198
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | MULESOFT | PROD | ON PREgIOM,MULESOFT,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:34Z,2021-07-16T23:20:12Z,187
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | MULESOFT | PROD | ON PREgIOM,MULESOFT,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:34Z,2021-07-16T23:20:12Z,824
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | MULESOFT | PROD | ON PREgIOM,MULESOFT,PROD,ON PREgIOM,Unicast,51377,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:34Z,2021-07-16T23:20:11Z,39
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | MULESOFT | PROD | ON PREgIOM,MULESOFT,PROD,ON PREgIOM,Unicast,53619,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:34Z,2021-07-16T23:20:10Z,44
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | MULESOFT | PROD | ON PREgIOM,MULESOFT,PROD,ON PREgIOM,Unicast,57355,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:34Z,2021-07-16T23:20:10Z,48
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | MULESOFT | PROD | ON PREgIOM,MULESOFT,PROD,ON PREgIOM,Unicast,58321,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:34Z,2021-07-16T23:20:12Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T03:01:13Z,2021-07-16T23:19:52Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:03Z,2021-07-16T23:19:22Z,66
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:43Z,2021-07-16T23:20:22Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:03Z,2021-07-16T23:19:22Z,66
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:43Z,2021-07-16T23:20:22Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:03Z,2021-07-16T23:19:22Z,66
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,59923,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:43Z,2021-07-16T23:20:22Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,59923,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:03Z,2021-07-16T23:19:22Z,66
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T00:02:38Z,2021-07-16T23:34:44Z,521
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:03Z,2021-07-16T23:42:13Z,452
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:42Z,2021-07-16T23:18:21Z,94
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:03Z,2021-07-16T23:38:26Z,132
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:03Z,2021-07-16T23:18:21Z,1408
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:03Z,2021-07-16T23:38:26Z,528
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,1680,UDP,Allowed,Allowed,Consumer,2021-07-16T03:30:39Z,2021-07-16T23:34:44Z,158
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,49354,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:42Z,2021-07-16T23:18:21Z,54
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,49354,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:03Z,2021-07-16T23:38:26Z,67
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,52500,UDP,Allowed,Allowed,Consumer,2021-07-16T02:50:39Z,2021-07-16T23:34:43Z,323
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,54156,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:42Z,2021-07-16T23:18:21Z,49
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,54156,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:04Z,2021-07-16T23:17:21Z,65
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T03:01:21Z,2021-07-16T23:19:59Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:17Z,2021-07-16T23:19:59Z,71
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:51Z,2021-07-16T23:20:29Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:17Z,2021-07-16T23:19:59Z,71
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:51Z,2021-07-16T23:20:29Z,244
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:18Z,2021-07-16T23:19:59Z,284
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,50027,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:51Z,2021-07-16T23:20:29Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,50027,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:41Z,2021-07-16T23:19:59Z,66
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T03:01:30Z,2021-07-16T23:20:08Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:21Z,2021-07-16T23:19:38Z,66
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T03:02:00Z,2021-07-16T23:20:38Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:05:21Z,2021-07-16T23:19:38Z,66
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T03:02:00Z,2021-07-16T23:20:38Z,252
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:05:21Z,2021-07-16T23:19:38Z,264
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,49248,TCP,Allowed,Allowed,Consumer,2021-07-16T03:02:00Z,2021-07-16T23:20:38Z,46
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,49248,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:21Z,2021-07-16T23:19:38Z,66
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:58:59Z,2021-07-16T23:17:39Z,50
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:02:50Z,2021-07-16T23:38:15Z,67
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:29Z,2021-07-16T23:18:09Z,54
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:02:50Z,2021-07-16T23:38:15Z,67
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:29Z,2021-07-16T23:18:09Z,266
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:02:50Z,2021-07-16T23:38:15Z,268
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,50487,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:29Z,2021-07-16T23:18:09Z,54
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,50487,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:02:50Z,2021-07-16T23:38:15Z,67
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | OKTZZ | PROD | ON PREgIOM,OKTZZ,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T03:01:07Z,2021-07-16T23:34:42Z,219
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | OKTZZ | PROD | ON PREgIOM,OKTZZ,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:00Z,2021-07-16T23:40:48Z,114
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | OKTZZ | PROD | ON PREgIOM,OKTZZ,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T09:23:29Z,2021-07-16T23:20:16Z,70
WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,APPLICATION | OKTZZ | PROD | ON PREgIOM,OKTZZ,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:01Z,2021-07-16T23:40:48Z,147
